Order;Family;Nr;;x;;
Liliales;;;;Pleurisanthaceae; Icacinaceae ;Icacinales
Liliales;;;;Pleurisoriopsidaceae; Polypodiaceae ;Polypodiales-eupolypod I
Liliales;;;;Platystemonaceae; Papaveraceae ;Ranunculales
Liliales;;;;Plocospermataceae ;;Lamiales
Liliales;;;;Plumbaginaceae ;;Caryophyllales
Liliales;;;;Plumeriaceae; Apocynaceae ;Gentianales
Liliales;;;;Poaceae ;;Poales
Liliales;;;;Podoaceae; Anacardiaceae ;Sapindales
Liliales;;;;Podocarpaceae ;;Cupressales
Liliales;;;;Podophyllaceae; Berberidaceae ;Ranunculales
Liliales;;;;Podostemaceae ;;Malpighiales
Liliales;;;;Polemoniaceae ;;Ericales
Liliales;;;;Poliothyrsidaceae; Salicaceae ;Malpighiales
Liliales;;;;Polpodaceae; Molluginaceae ;Caryophyllales
Liliales;;;;Polycarpaeaceae; Caryophyllaceae ;Caryophyllales
Liliales;;;;Polycnemaceae; Amaranthaceae ;Caryophyllales
Liliales;;;;Polygalaceae ;;Fabales
Liliales;;;;Polygonaceae ;;Caryophyllales
Liliales;;;;Polygonanthaceae; Anisophylleaceae ;Cucurbitales
Liliales;;;;Polygonataceae; Asparagaceae ;Asparagales
Liliales;;;;Polyosmaceae; Escalloniaceae ;Escalloniales
Liliales;;;;Polypodiaceae ;;Polypodiales-eupolypod I
Liliales;;;;Polypremaceae; Tetrachondraceae ;Lamiales
Liliales;;;;Pontederiaceae ;;Commelinales
Liliales;;;;Poranaceae; Convolvulaceae ;Solanales
Liliales;;;;Porantheraceae; Phyllanthaceae ;Malpighiales
Liliales;;;;Portulacaceae ;;Caryophyllales
Liliales;;;;Portulacariaceae; Didiereaceae ;Caryophyllales
Liliales;;;;Posidoniaceae ;;Alismatales
Liliales;;;;Potaliaceae; Gentianaceae ;Gentianales
Liliales;;;;Potamogetonaceae ;;Alismatales
Liliales;;;;Potentillaceae; Rosaceae ;Rosales
Liliales;;;;Poteriaceae; Rosaceae ;Rosales
Liliales;;;;Pothaceae; Araceae ;Alismatales
Liliales;;;;Pottingeriaceae; Celastraceae ;Celastrales
Liliales;;;;Primulaceae ;;Ericales
Liliales;;;;Prioniaceae; Thurniaceae ;Poales
Liliales;;;;Prionotaceae; Ericaceae ;Ericales
Liliales;;;;Prockiaceae; Salicaceae ;Malpighiales
Liliales;;;;Proteaceae ;;Proteales
Liliales;;;;Prumnopityaceae; Podocarpaceae ;Cupressales
Liliales;;;;Prunaceae; Rosaceae ;Rosales
Liliales;;;;Pseliaceae; Menispermaceae ;Ranunculales
Liliales;;;;Pseudanthaceae; Picrodendraceae ;Malpighiales
Liliales;;;;Pseudophoenicaceae; Arecaceae ;Arecales
Liliales;;;;Psilotaceae ;;Ophioglossales
Liliales;;;;Psiloxylaceae; Myrtaceae ;Myrtales
Liliales;;;;Psittacanthaceae; Loranthaceae ;Santalales
Liliales;;;;Psychotriaceae; Rubiaceae ;Gentianales
Liliales;;;;Psylliaceae; Plantaginaceae ;Lamiales
Liliales;;;;Ptaeroxylaceae; Rutaceae ;Sapindales
Liliales;;;;Pteleaceae; Rutaceae ;Sapindales
Liliales;;;;Pteleocarpaceae; ?Gelsemiaceae ;Gentianales
Liliales;;;;Pteridaceae ;;Polypodiales
Liliales;;;;Pteridiaceae; Dennstaedtiaceae ;Polypodiales
Liliales;;;;Pteridophyllaceae; Papaveraceae ;Ranunculales
Liliales;;;;Pterisanthaceae; Vitaceae ;Vitales
Liliales;;;;Pterostemonaceae; Iteaceae ;Saxifragales
Liliales;;;;Punicaceae; Lythraceae ;Myrtales
Liliales;;;;Putranjivaceae ;;Malpighiales
Liliales;;;;Pycnanthaceae; Orchidaceae ;Orchidales
Liliales;;;;Pyraceae; Rosaceae ;Rosales
Liliales;;;;Pyrolaceae; Pyroloideae ;Ericales
Liliales;;;;Quassiaceae ; Simaroubaceae ;Sapindales
Liliales;;;;Quercaceae; Fagaceae ;Fagales
Liliales;;;;Quiinaceae; Ochnaceae ;Malpighiales
Liliales;;;;Quillajaceae ;;Fabales
Liliales;;;;Quintiniaceae; Paracryphiaceae ;Paracryphiales
Liliales;;;;Rafflesiaceae ;;Malpighiales
Liliales;;;;Ramondaceae; Gesneriaceae ;Lamiales
Liliales;;;;Randiaceae; Rubiaceae ;Gentianales
Liliales;;;;Ranunculaceae ;;Ranunculales
Liliales;;;;Ranzaniaceae; Berberidaceae ;Ranunculales
Liliales;;;;Rapateaceae ;;Poales
Liliales;;;;Raphanaceae; Brassicaceae ;Brassicales
Liliales;;;;Reaumuriaceae; Tamaricaceae ;Caryophyllales
Liliales;;;;Rehmanniaceae; Orobanchaceae ;Lamiales
Liliales;;;;Resedaceae ;;Brassicales
Liliales;;;;Restionaceae ;;Poales
Liliales;;;;Retziaceae; Stilbaceae ;Lamiales
Liliales;;;;Rhabdodendraceae ;;Caryophyllales
Liliales;;;;Rhachidosoraceae ;;Polypodiales-eupolypod II
Liliales;;;;Rhamnaceae ;;Rosales
Liliales;;;;Rhaptopetalaceae; Lecythidaceae ;Ericales
Liliales;;;;Rhexiaceae; Melastomataceae ;Myrtales
Liliales;;;;Rhinanthaceae; Orobanchaceae ;Lamiales
Liliales;;;;Rhipogonaceae ;;Liliales
Liliales;;;;Rhizophoraceae ;;Malpighiales
Liliales;;;;Rhoaceae; Anacardiaceae ;Sapindales
Liliales;;;;Rhodiolaceae; Crassulaceae ;Saxifragales
Liliales;;;;Rhododendraceae; Ericaceae ;Ericales
Liliales;;;;Rhodolaenaceae; Sarcolaenaceae ;Malvales
Liliales;;;;Rhodoleiaceae; Hamamelidaceae ;Saxifragales
Liliales;;;;Rhodoraceae; Ericaceae ;Ericales
Liliales;;;;Rhodotypaceae; Rosaceae ;Rosales
Liliales;;;;Rhoipteleaceae; Juglandaceae ;Fagales
Liliales;;;;Rhopalocarpaceae; Sphaerosepalaceae ;Malvales
Liliales;;;;Rhynchocalycaceae; Penaeaceae ;Myrtales
Liliales;;;;Rhynchothecaceae; Francoaceae ;Geraniales
Liliales;;;;Ribesiaceae; Grossulariaceae ;Saxifragales
Liliales;;;;Ricinaceae; Euphorbiaceae ;Malpighiales
Liliales;;;;Ricinocarpaceae; Euphorbiaceae ;Malpighiales
Liliales;;;;Rivinaceae; Petiveriaceae ;Caryophyllales
Liliales;;;;Roridulaceae ;;Ericales
Liliales;;;;Rosaceae ;;Rosales
Liliales;;;;Rousseaceae ;;Asterales
Liliales;;;;Roxburghiaceae; Stemonaceae ;Pandanales
Liliales;;;;Rubiaceae ;;Gentianales
Liliales;;;;Rumicaceae; Polygonaceae ;Caryophyllales
Liliales;;;;Ruppiaceae ;;Alismatales
Liliales;;;;Ruscaceae; Asparagaceae ;Asparagales
Liliales;;;;Rutaceae ;;Sapindales
Liliales;;;;Sabalaceae ; Arecaceae ;Arecales
Liliales;;;;Sabiaceae ;;Proteales
Liliales;;;;Sabiceaceae; Rubiaceae ;Gentianales
Liliales;;;;Sabulinaceae; Caryophyllaceae ;Caryophyllales
Liliales;;;;Saccharaceae; Poaceae ;Poales
Liliales;;;;Saccifoliaceae; Gentianaceae ;Gentianales
Liliales;;;;Saccolomataceae ;;Polypodiales
Liliales;;;;Sagaceae; Arecaceae ;Arecales
Liliales;;;;Saginaceae; Caryophyllaceae ;Caryophyllales
Liliales;;;;Sagoneaceae; Hydroleaceae ;Solanales
Liliales;;;;Salaciaceae; Celastraceae ;Celastrales
Liliales;;;;Salaxidaceae; Ericaceae ;Ericales
Liliales;;;;Salazariaceae; Lamiaceae ;Lamiales
Liliales;;;;Salicaceae ;;Malpighiales
Liliales;;;;Salicorniaceae; Amaranthaceae ;Caryophyllales
Liliales;;;;Salpiglossidaceae; Solanaceae ;Solanales
Liliales;;;;Salsolaceae; Amaranthaceae ;Caryophyllales
Liliales;;;;Salvadoraceae ;;Brassicales
Liliales;;;;Salviaceae; Lamiaceae ;Lamiales
Liliales;;;;Salviniaceae ;;Marsileales
Liliales;;;;Sambucaceae; Viburnaceae ;Dipsacales
Liliales;;;;Samolaceae; Primulaceae ;Ericales
Liliales;;;;Samydaceae; Salicaceae ;Malpighiales
Liliales;;;;Sanguisorbaceae; Rosaceae ;Rosales
Liliales;;;;Saniculaceae; Apiaceae ;Apiales
Liliales;;;;Sansevieriaceae; Asparagaceae ;Asparagales
Liliales;;;;Santalaceae ;;Santalales
Liliales;;;;Santolinaceae; Asteraceae ;Asterales
Liliales;;;;Sapindaceae ;;Sapindales
Liliales;;;;Sapotaceae ;;Ericales
Liliales;;;;Sarbaicarpaceae ;;fossil_Sarbaicarpales_??near_Hamamelidales
Liliales;;;;Sarcobataceae ;;Caryophyllales
Liliales;;;;Sarcocaceae; Phytolaccaceae ;Caryophyllales
Liliales;;;;Sarcolaenaceae ;;Malvales
Liliales;;;;Sarcophytaceae; Balanophoraceae ;Santalales
Liliales;;;;Sarcospermataceae; Sapotaceae ;Ericales
Liliales;;;;Sarcostigmataceae; Icacinaceae ;Icacinales
Liliales;;;;Sargentodoxaceae; Lardizabalaceae ;Ranunculales
Liliales;;;;Sarraceniaceae ;;Ericales
Liliales;;;;Saturejaceae; Lamiaceae ;Lamiales
Liliales;;;;Saurauiaceae; Actinidiaceae ;Ericales
Liliales;;;;Saururaceae ;;Piperales
Liliales;;;;Sauvagesiaceae; Ochnaceae ;Malpighiales
Liliales;;;;Saxegothaeaceae; Podocarpaceae ;Cupressales
Liliales;;;;Saxifragaceae ;;Saxifragales
Liliales;;;;Scabiosaceae; Caprifoliaceae ;Dipsacales
Liliales;;;;Scaevolaceae; Goodeniaceae ;Asterales
Liliales;;;;Scandicaceae; Apiaceae ;Apiales
Liliales;;;;Scepaceae; Phyllanthaceae ;Malpighiales
Liliales;;;;Scheuchzeriaceae ;;Alismatales
Liliales;;;;Schinaceae; Anacardiaceae ;Sapindales
Liliales;;;;Schisandraceae ;;Austrobaileyales
Liliales;;;;Schizaeaceae ;;Schizaeales
Liliales;;;;Schizolaenaceae; Sarcolaenaceae ;Malvales
Liliales;;;;Schizopetalaceae; Brassicaceae ;Brassicales
Liliales;;;;Schlegeliaceae ;;Lamiales
Liliales;;;;Schoepfiaceae ;;Santalales
Liliales;;;;Schreberaceae; Oleaceae ;Lamiales
Liliales;;;;Sciadopityaceae ;;Cupressales
Liliales;;;;Scillaceae; Asparagaceae ;Asparagales
Liliales;;;;Scirpaceae; Cyperaceae ;Poales
Liliales;;;;Scleranthaceae; Caryophyllaceae ;Caryophyllales
Liliales;;;;Scleriaceae; Cyperaceae ;Poales
Liliales;;;;Sclerophylacaceae; Solanaceae ;Solanales
Liliales;;;;Scoliopaceae; Streptopoideae ;Liliales
Liliales;;;;Scopariaceae; Plantaginaceae ;Lamiales
Liliales;;;;Scorodocarpaceae; Strombosiaceae ;Santalales
Liliales;;;;Scrophulariaceae ;;Lamiales
Liliales;;;;Scutellariaceae; Lamiaceae ;Lamiales
Liliales;;;;Scybaliaceae; Balanophoraceae ;Santalales
Liliales;;;;Scyphostegiaceae; Salicaceae ;Malpighiales
Liliales;;;;Scytopetalaceae; Lecythidaceae ;Ericales
Liliales;;;;Sebestenaceae; Cordiaceae ;Boraginales
Liliales;;;;Sedaceae; Crassulaceae ;Saxifragales
Liliales;;;;Seguieriaceae; Petiveriaceae ;Caryophyllales
Liliales;;;;Selaginaceae; Scrophulariaceae ;Lamiales
Liliales;;;;Selaginellaceae ;;Lycopodiales
Liliales;;;;Selinaceae; Apiaceae ;Apiales
Liliales;;;;Sempervivaceae; Crassulaceae ;Saxifragales
Liliales;;;;Senecionaceae; Asteraceae ;Asterales
Liliales;;;;Sequoiaceae; Cupressaceae ;Cupressales
Liliales;;;;Serratulaceae; Asteraceae ;Asterales
Liliales;;;;Sesamaceae; Pedaliaceae ;Lamiales
Liliales;;;;Sesleriaceae; Poaceae ;Poales
Liliales;;;;Sesuviaceae; Aizoaceae ;Caryophyllales
Liliales;;;;Setchellanthaceae ;;Brassicales
Liliales;;;;Sheadendraceae; Combretaceae ;Myrtales
Liliales;;;;Sibthorpiaceae; Plantaginaceae ;Lamiales
Liliales;;;;Sidaceae; Malvaceae ;Malvales
Liliales;;;;Silenaceae; Caryophyllaceae ;Caryophyllales
Liliales;;;;Sileraceae; Apiaceae ;Apiales
Liliales;;;;Simabaceae; Simaroubaceae ;Sapindales
Liliales;;;;Simaroubaceae ;;Sapindales
Liliales;;;;Simmondsiaceae ;;Caryophyllales
Liliales;;;;Sinofranchetiaceae; Lardizabalaceae ;Ranunculales
Liliales;;;;Sinopteridaceae; Pteridaceae ;Polypodiales
Liliales;;;;Siparunaceae ;;Laurales
Liliales;;;;Siphonanthaceae; Lamiaceae ;Lamiales
Liliales;;;;Siphonodontaceae; Celastraceae ;Celastrales
Liliales;;;;Sisymbriaceae; Brassicaceae ;Brassicales
Liliales;;;;Sladeniaceae ;;Ericales
Liliales;;;;Smeathmanniaceae; Passifloraceae ;Malpighiales
Liliales;;;;Smilacaceae ;;Liliales
Liliales;;;;Smyrniaceae; Apiaceae ;Apiales
Liliales;;;;Solanaceae ;;Solanales
Liliales;;;;Sonneratiaceae; Lythraceae ;Myrtales
Liliales;;;;Soramiaceae; Dilleniaceae ;Dilleniales
Liliales;;;;Sorbaceae; Rosaceae ;Rosales
Liliales;;;;Soulameaceae; Simaroubaceae ;Sapindales
Liliales;;;;Soyauxiaceae; Peridiscaceae ;Saxifragales
Liliales;;;;Sparganiaceae; Typhaceae ;Poales
Liliales;;;;Sparmanniaceae; Malvaceae ;Malvales
Liliales;;;;Spartinaceae; Poaceae ;Poales
Liliales;;;;Spatheliaceae; Rutaceae ;Sapindales
Liliales;;;;Spergulaceae; Caryophyllaceae ;Caryophyllales
Liliales;;;;Spermacoceaceae; Rubiaceae ;Gentianales
Liliales;;;;Sphaerosepalaceae ;;Malvales
Liliales;;;;Sphenocleaceae ;;Solanales
Liliales;;;;Sphenostemonaceae; Paracryphiaceae ;Paracryphiales
Liliales;;;;Spigeliaceae; Loganiaceae ;Gentianales
Liliales;;;;Spinaciaceae; Amaranthaceae ;Caryophyllales
Liliales;;;;Spiraeaceae; Rosaceae ;Rosales
Liliales;;;;Spiraeanthemaceae; Cunoniaceae ;Oxalidales
Liliales;;;;Spondiadaceae; Anacardiaceae ;Sapindales
Liliales;;;;Sporobolaceae; Poaceae ;Poales
Liliales;;;;Stachydaceae; Lamiaceae ;Lamiales
Liliales;;;;Stachyuraceae ;;Crossosomatales
Liliales;;;;Stackhousiaceae; Celastraceae ;Celastrales
Liliales;;;;Stangeriaceae; Zamiaceae ;Cycadales
Liliales;;;;Stanleyaceae; Brassicaceae ;Brassicales
Liliales;;;;Stapeliaceae; Apocynaceae ;Gentianales
Liliales;;;;Staphyleaceae ;;Crossosomatales
Liliales;;;;Staticaceae; Plumbaginaceae ;Caryophyllales
Liliales;;;;Stegnospermataceae ;;Caryophyllales
Liliales;;;;Stellariaceae; Caryophyllaceae ;Caryophyllales
Liliales;;;;Stemonaceae ;;Pandanales
Liliales;;;;Stemonuraceae ;;Cardiopteridales
Liliales;;;;Stenomeridaceae; Dioscoreaceae ;Dioscoreales
Liliales;;;;Sterculiaceae; Malvaceae ;Malvales
Liliales;;;;Stilaginaceae; Phyllanthaceae ;Malpighiales
Liliales;;;;Stilbaceae ;;Lamiales
Liliales;;;;Stipaceae; Poaceae ;Poales
Liliales;;;;Stixidaceae; Resedaceae ;Brassicales
Liliales;;;;Strasburgeriaceae ;;Crossosomatales
Liliales;;;;Stratiotaceae; Hydrocharitaceae ;Alismatales
Liliales;;;;Strelitziaceae ;;Zingiberales
Liliales;;;;Streptochaetaceae; Poaceae ;Poales
Liliales;;;;Stromatopteridaceae; Gleicheniaceae;Gleicheniales
Liliales;;;;Strombosiaceae ;;Santalales
Liliales;;;;Strumariaceae; Amaryllidaceae ;Asparagales
Liliales;;;;Strychnaceae; Loganiaceae ;Gentianales
Liliales;;;;Stylidiaceae ;;Asterales
Liliales;;;;Stylobasiaceae; Surianaceae ;Fabales
Liliales;;;;Stylocerataceae; Buxaceae ;Buxales
Liliales;;;;Stypheliaceae; Ericaceae ;Ericales
Liliales;;;;Styracaceae ;;Ericales
Liliales;;;;Surianaceae ;;Fabales
Liliales;;;;Swartziaceae; Fabaceae ;Fabales
Liliales;;;;Swieteniaceae; Meliaceae ;Sapindales
Liliales;;;;Symphoremataceae; Lamiaceae ;Lamiales
Liliales;;;;Symplocaceae ;;Ericales
Liliales;;;;Synechanthaceae; Arecaceae ;Arecales
Liliales;;;;Syringaceae; Oleaceae ;Lamiales
Liliales;;;;Taccaceae ;;Dioscoreales
Liliales;;;;Taenitidaceae; Pteridaceae ;Polypodiales
Liliales;;;;Taiwaniaceae; Cupressaceae ;Cupressales
Liliales;;;;Taktajaniaceae; Winteraceae ;Canellales
Liliales;;;;Talinaceae ;;Caryophyllales
Liliales;;;;Tamaceae; Dioscoreaceae ;Dioscoreales
Liliales;;;;Tamaricaceae ;;Caryophyllales
Liliales;;;;Tamarindaceae; Fabaceae ;Fabales
Liliales;;;;Tamnaceae; Dioscoreaceae ;Dioscoreales
Liliales;;;;Tanacetaceae; Asteraceae ;Asterales
Liliales;;;;Tapisciaceae ;;Huerteales
Liliales;;;;Taxaceae ;;Cupressales
Liliales;;;;Taxodiaceae; Cupressaceae ;Cupressales
Liliales;;;;Tecophilaeaceae ;;Asparagales
Liliales;;;;Tectariaceae ;;Polypodiales-eupolypod I
Liliales;;;;Telephiaceae; Caryophyllaceae ;Caryophyllales
Liliales;;;;Tepuianthaceae; Thymelaeaceae ;Malvales
Liliales;;;;Terminaliaceae; Combretaceae ;Myrtales
Liliales;;;;Ternstroemiaceae; Pentaphylacaceae ;Ericales
Liliales;;;;Tetracarpaeaceae ;;Saxifragales
Liliales;;;;Tetracentraceae; Trochodendraceae ;Trochodendrales
Liliales;;;;Tetrachondraceae ;;Lamiales
Liliales;;;;Tetraclinaceae; Cupressaceae ;Cupressales
Liliales;;;;Tetradiclidaceae; Nitrariaceae ;Sapindales
Liliales;;;;Tetragoniaceae; Aizoaceae ;Caryophyllales
Liliales;;;;Tetramelaceae ;;Cucurbitales
Liliales;;;;Tetrameristaceae ;;Ericales
Liliales;;;;Tetrastylidiaceae; Strombosiaceae ;Santalales
Liliales;;;;Tetrathecaceae; Elaeocarpaceae ;Oxalidales
Liliales;;;;Thalassiaceae; Hydrocharitaceae ;Alismatales
Liliales;;;;Thalictraceae; Ranunculaceae ;Ranunculales
Liliales;;;;Theaceae ;;Ericales
Liliales;;;;Theligonaceae; Rubiaceae ;Gentianales
Liliales;;;;Thelypteridaceae ;;Polypodiales-eupolypod II
Liliales;;;;Themidaceae; Asparagaceae ;Asparagales
Liliales;;;;Theobromataceae; Malvaceae ;Malvales
Liliales;;;;Theophrastaceae; Primulaceae ;Ericales
Liliales;;;;Thesiaceae; Santalaceae ;Santalales
Liliales;;;;Thismiaceae ;;Dioscoreales
Liliales;;;;Thlaspiaceae; Brassicaceae ;Brassicales
Liliales;;;;Thoaceae; Gnetaceae ;Gnetales
Liliales;;;;Thomandersiaceae ;;Lamiales
Liliales;;;;Thujaceae; Cupressaceae ;Cupressales
Liliales;;;;Thujopsidaceae; Cupressaceae ;Cupressales
Liliales;;;;Thunbergiaceae; Acanthaceae ;Lamiales
Liliales;;;;Thurniaceae ;;Poales
Liliales;;;;Thymelaeaceae ;;Malvales
Liliales;;;;Thyrsopteridaceae ;;Cyatheales
Liliales;;;;Ticodendraceae ;;Fagales
Liliales;;;;Tiganophytaceae ;;Brassicales
Liliales;;;;Tiliaceae; Malvaceae ;Malvales
Liliales;;;;Tillaeaceae; Crassulaceae ;Saxifragales
Liliales;;;;Tillandsiaceae; Bromeliaceae ;Poales
Liliales;;;;Tinaceae; Viburnaceae ;Dipsacales
Liliales;;;;Tithymalaceae; Euphorbiaceae ;Malpighiales
Liliales;;;;Tmesipteridaceae; Psilotaceae ;Ophioglossales
Liliales;;;;Tofieldiaceae ;;Alismatales
Liliales;;;;Tormentillaceae; Rosaceae ;Rosales
Liliales;;;;Torreyaceae; Taxaceae ;Cupressales
Liliales;;;;Torricelliaceae ;;Apiales
Liliales;;;;Tovariaceae ;;Brassicales
Liliales;;;;Tradescantiaceae; Commelinaceae ;Commelinales
Liliales;;;;Tragiaceae; Euphorbiaceae ;Malpighiales
Liliales;;;;Trapaceae; Lythraceae ;Myrtales
Liliales;;;;Trapellaceae; Plantaginaceae ;Lamiales
Liliales;;;;Tremandraceae; Elaeocarpaceae ;Oxalidales
Liliales;;;;Trewiaceae; Euphorbiaceae ;Malpighiales
Liliales;;;;Tribelaceae; Escalloniaceae ;Escalloniales
Liliales;;;;Tribulaceae; Zygophyllaceae ;Zygophyllales
Liliales;;;;Trichomanaceae; Hymenophyllaceae ;Hymenophyllales
Liliales;;;;Trichopodaceae; Dioscoreaceae ;Dioscoreales
Liliales;;;;Tricyrtidaceae; Calochortoideae ;Liliales
Liliales;;;;Trifoliaceae; Fabaceae ;Fabales
Liliales;;;;Triglochinaceae; Juncaginaceae ;Alismatales
Liliales;;;;Trigoniaceae ;;Malpighiales
Liliales;;;;Trilliaceae; Melanthiaceae ;Liliales
Liliales;;;;Trimeniaceae ;;Austrobaileyales
Liliales;;;;Triplobaceae; Malvaceae ;Malvales
Liliales;;;;Triplochitonaceae; Malvaceae ;Malvales
Liliales;;;;Triplostegiaceae; Caprifoliaceae ;Dipsacales
Liliales;;;;Tristichaceae; Podostemaceae ;Malpighiales
Liliales;;;;Triticaceae; Poaceae ;Poales
Liliales;;;;Triuridaceae ;;Pandanales
Liliales;;;;Trochodendraceae ;;Trochodendrales
Liliales;;;;Tropaeolaceae ;;Brassicales
Liliales;;;;Tulbaghiaceae; Amaryllidaceae ;Asparagales
Liliales;;;;Tulipaceae; Liliaceae ;Liliales
Liliales;;;;Tumboaceae; Welwitschiaceae ;Gnetales
Liliales;;;;Tupistraceae; Asparagaceae ;Asparagales
Liliales;;;;Turneraceae; Passifloraceae ;Malpighiales
Liliales;;;;Tussilagaceae; Asteraceae ;Asterales
Liliales;;;;Typhaceae ;;Poales
Liliales;;;;Uapacaceae ; Phyllanthaceae ;Malpighiales
Liliales;;;;Ullucaceae; Basellaceae ;Caryophyllales
Liliales;;;;Ulmaceae ;;Rosales
Liliales;;;;Ulmariaceae; Rosaceae ;Rosales
Liliales;;;;Umbelliferae; Apiaceae ;Apiales
Liliales;;;;Unisemataceae; Pontederiaceae ;Commelinales
Liliales;;;;Urticaceae ;;Rosales
Liliales;;;;Utriculariaceae; Lentibulariaceae ;Lamiales
Liliales;;;;Uvulariaceae; Colchicaceae ;Liliales
Liliales;;;;Vacciniaceae ; Ericaceae ;Ericales
Liliales;;;;Vahliaceae ;;Vahliales
Liliales;;;;Valerianaceae; Caprifoliaceae ;Dipsacales
Liliales;;;;Vallisneriaceae; Hydrocharitaceae ;Alismatales
Liliales;;;;Vanillaceae; Orchidaceae ;Asparagales
Liliales;;;;Velloziaceae ;;Pandanales
Liliales;;;;Veratraceae; Melanthiaceae ;Liliales
Liliales;;;;Verbascaceae; Scrophulariaceae ;Lamiales
Liliales;;;;Verbenaceae ;;Lamiales
Liliales;;;;Vernicaceae; Anacardiaceae ;Sapindales
Liliales;;;;Vernoniaceae; Asteraceae ;Asterales
Liliales;;;;Veronicaceae; Plantaginaceae ;Lamiales
Liliales;;;;Viburnaceae ;;Dipsacales
Liliales;;;;Viciaceae; Fabaceae ;Fabales
Liliales;;;;Vincaceae; Apocynaceae ;Gentianales
Liliales;;;;Violaceae ;;Malpighiales
Liliales;;;;Viscaceae; Santalaceae ;Santalales
Liliales;;;;Vitaceae ;;Vitales
Liliales;;;;Viticaceae; Lamiaceae ;Lamiales
Liliales;;;;Vittariaceae; Pteridaceae ;Polypodiales
Liliales;;;;Vivianiaceae; Francoaceae ;Geraniales
Liliales;;;;Vochysiaceae ;;Myrtales
Liliales;;;;Wachendorfiaceae ; Haemodoraceae ;Commelinales
Liliales;;;;Walleriaceae; Tecophilaeaceae ;Asparagales
Liliales;;;;Wellingtoniaceae; Sabiaceae ;Sabiales
Liliales;;;;Wellstediaceae ;;Boraginales
Liliales;;;;Welwitschiaceae ;;Gnetales
Liliales;;;;Widdringtoniaceae; Cupressaceae ;Cupressales
Liliales;;;;Wightiaceae ;;Lamiales
Liliales;;;;Willughbieaceae; Apocynaceae ;Gentianales
Liliales;;;;Winteraceae ;;Canellales
Liliales;;;;Winteranaceae; Canellaceae ;Canellales
Liliales;;;;Wolffiaceae; Araceae ;Alismatales
Liliales;;;;Woodsiaceae ;;eupolypod II
Liliales;;;;Xanthiaceae ; Asteraceae ;Asterales
Liliales;;;;Xanthoceratceae; Sapindaceae ;Sapindales
Liliales;;;;Xanthophyllaceae; Polygalaceae ;Fabales
Liliales;;;;Xanthorrhoeaceae; Asphodelaceae ;Asparagales
Liliales;;;;Xeranthemaceae; Asteraceae ;Asterales
Liliales;;;;Xeronemataceae ;;Asparagales
Liliales;;;;Xerophyllaceae; Melanthiaceae ;Liliales
Liliales;;;;Ximeniaceae ;;Santalales
Liliales;;;;Xiphidiaceae; Haemodoraceae ;Commelinales
Liliales;;;;Xyridaceae ;;Poales
Liliales;;;;Yuccaceae ; Asparagaceae ;Asparagales
Liliales;;;;Zamiaceae ;;Cycadales
Liliales;;;;Zannichelliaceae; Potamogetonaceae ;Alismatales
Liliales;;;;Zanoniaceae; Cucurbitaceae ;Cucurbitales
Liliales;;;;Zanthoxylaceae; Rutaceae ;Sapindales
Liliales;;;;Zeaceae; Poaceae ;Poales
Liliales;;;;Zephyranthaceae; Amaryllidaceae ;Asparagales
Liliales;;;;Zingiberaceae ;;Zingiberales
Liliales;;;;Ziziphaceae; Rhamnaceae ;Rosales
Liliales;;;;Zosteraceae ;;Alismatales
Liliales;;;;Zoysiaceae; Poaceae ;Poales
Liliales;;;;Zygophyllaceae ;;Zygophyllales
